Type,Corrected Date,Fleet,Vessel Name,Status,Report Type,VoyCondition,VoyageNo,TOTAL STEAMING TIME,MILES BY GPS,FUEL M E HS,FUEL M E LS,FUEL M E MGO HS,FUEL M E MGO LS,FUEL M E MDO,FUEL AUX HS,FUEL AUX LS,FUEL AUX MGO HS,FUEL AUX MGO LS,FUEL AUX MDO,FUEL BOILER HS,FUEL BOILER LS,FUEL BOILER MGO HS,FUEL BOILER MGO LS,FUEL BOILER MDO,POWER kW,CARGO TOTAL,TOTAL CO2,FUEL HS,FUEL LS,FUEL MGO HS,FUEL MGO LS,FUEL MDO,Depart_Arrival,CARGO TOTAL TEU,DepPort,ArrivalPort,DepEU,ArrivalEU,EU,TOTALFO,FillHS,FillLS,FillMDO,FillMGO,FillMGOLS,ROB Fuel HSFO ,ROB Fuel LSFO ,ROB Fuel MDO,ROB Fuel MGO,ROB Fuel MGO LS,Transport Work T,EEOI,Transport Work TEU,EEOIT
Tanker,14-09-16,4,T1,At Sea,EOSP,LADEN,1,6,79,9.7,0,0,0,0,0.8,0,0,0.1,0,0.1,0,0,0.1,0,7850,99734.5,33.65384,10.6,0,0,0.2,0,AO LAD-ES LPA,0,AO LAD,ES LPA,N,Y,Y,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,17-10-16,4,T1,In Port,COSP,LADEN,1,0,0,0,0,0,0,0,4.6,0,0,0.1,0,2.4,0,0,0.1,0,0,83963.7,22.442,7,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,18-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,287,31.3,0,0,0,0,3,0,0,0,0,0.4,0,0,0.1,0,7800,83963.7,108.39028,34.7,0,0,0.1,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,19-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,314,29.5,0,0,0,0,2.9,0,0,0.1,0,0.1,0,0,0.1,0,7800,83963.7,101.8592,32.5,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,20-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,302,29.5,0,0,0,0,2.9,0,0,0.1,0,0.1,0,0,0.1,0,7800,83963.7,101.8592,32.5,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,21-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,312,30.7,0,0,0,0,2.9,0,0,0.1,0,0,0,0,0.1,0,7800,83963.7,105.28504,33.6,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,22-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,315,30.7,0,0,0,0,2.8,0,0,0.1,0,0,0,0,0.1,0,7800,83963.7,104.9736,33.5,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,23-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,314,29.3,0,0,0,0,2.9,0,0,0.1,0,0,0,0,0.1,0,7800,83963.7,100.92488,32.2,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,24-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,312,28.5,0,0,0,0,2.8,0,0,0.1,0,0,0,0,0.1,0,7800,83963.7,98.12192,31.3,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,25-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,302,30.4,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,7800,83963.7,103.70952,33.3,0,0,0,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,26-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,295,30.7,0,0,0,0,2.9,0,0,0.1,0,0.1,0,0,0.1,0,7800,83963.7,105.59648,33.7,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,27-10-16,4,T1,At Sea,Noon at sea,LADEN,1,13.5,156,14,0,0,0,0,1.8,0,0,0.1,0,0.5,0,0,0.1,0,7800,83963.7,51.40592,16.3,0,0,0.2,0,ES LPA-IT PFX,0,ES LPA,IT PFX,Y,Y,Y,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,27-10-16,4,T1,In Port,COSP,LADEN,1,5.6,0,0.3,0,0,0,0,0.7,0,0,0.1,0,0.4,0,0,0.1,0,7800,83963.7,5.00136,1.4,0,0,0.2,0,IT PFX-ES ALG,0,IT PFX,ES ALG,Y,Y,Y,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,28-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,232,23,0,0,0,0,3.7,0,0,0.1,0,0,0,0,0.1,0,7800,83963.7,83.79568,26.7,0,0,0.2,0,IT PFX-ES ALG,0,IT PFX,ES ALG,Y,Y,Y,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,29-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,314,30,0,0,0,0,3,0,0,0.1,0,1.6,0,0,0.1,0,7800,83963.7,108.39944,34.6,0,0,0.2,0,IT PFX-ES ALG,0,IT PFX,ES ALG,Y,Y,Y,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,30-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,295,28.9,0,0,0,0,3,0,0,0.1,0,0.1,0,0,0.1,0,7800,83963.7,100.302,32,0,0,0.2,0,IT PFX-ES ALG,0,IT PFX,ES ALG,Y,Y,Y,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,31-10-16,4,T1,At Sea,Noon at sea,LADEN,1,24,306,29.9,0,0,0,0,2.9,0,0,0.1,0,0.8,0,0,0.1,0,7800,83963.7,105.28504,33.6,0,0,0.2,0,IT PFX-ES ALG,0,IT PFX,ES ALG,Y,Y,Y,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,01-11-16,4,T1,At Sea,EOSP,LADEN,1,24,276,25.7,0,0,0,0,3.2,0,0,0.1,0,0.3,0,0,0.1,0,7800,83963.7,91.58168,29.2,0,0,0.2,0,IT PFX-ES ALG,0,IT PFX,ES ALG,Y,Y,Y,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,05-11-16,4,T1,At Sea,Noon at Anchor,BALLAST,2,21,255,18.5,0,0,0,0,3.2,0,0,0.1,0,0.5,0,0,0,0,4600,0,69.46028,22.2,0,0,0.1,0,ES ALG-CM KOL,0,ES ALG,CM KOL,Y,N,Y,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,06-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,257,20.7,0,0,0,0,2.8,0,0,0.1,0,0,0,0,0,0,5890,0,73.509,23.5,0,0,0.1,0,ES ALG-CM KOL,0,ES ALG,CM KOL,Y,N,Y,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,07-11-16,4,T1,In Port,Noon at Anchor,BALLAST,2,22,0,18,0,0,0,0,2.3,0,0,1.3,0,0.6,0,0,0.7,0,5860,0,71.50296,20.9,0,0,2,0,ES ALG-CM KOL,0,ES ALG,CM KOL,Y,N,Y,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,08-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,12.5,180,11.2,0,0,0,0,1.5,0,0,0,0,0.4,0,0,0,0,4128,0,40.79864,13.1,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,09-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,287,19.8,0,0,0,0,2.8,0,0,0,0,0.8,0,0,0,0,4096,0,72.87696,23.4,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,10-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,295,19.5,0,0,0,0,2.8,0,0,0,0,0.5,0,0,0,0,4026,0,71.00832,22.8,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,11-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,297,19.4,0,0,0,0,2.7,0,0,0,0,0.7,0,0,0,0,3983,0,71.00832,22.8,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,12-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,293,19.4,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,4060,0,69.13968,22.2,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,13-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,279,19,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,4038,0,67.89392,21.8,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,14-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,290,19.8,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,4084,0,70.38544,22.6,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,15-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,302,19.8,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,4040,0,70.38544,22.6,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,16-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,293,20.1,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,4073,0,71.31976,22.9,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,17-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,289,20.4,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,4167,0,72.25408,23.2,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,18-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,284,20.3,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,4147,0,72.25408,23.2,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,18-11-16,4,T1,At Sea,EOSP,BALLAST,2,7.3,82,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4150,0,23.04656,7.4,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,24-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,1,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4146,0,6.2288,2,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,25-11-16,4,T1,At Sea,Noon at sea,BALLAST,2,24,315,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4002,0,84.0888,27,0,0,0,0,CM KOL-IN VAD,0,CM KOL,IN VAD,N,N,N,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,28-11-16,4,T1,At Sea,Noon at Anchor,LADEN,3,20.8,259,26.4,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,6842,650304,90.00616,28.9,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,29-11-16,4,T1,At Sea,Noon at sea,LADEN,3,24,314,35,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,7610,650304,118.03576,37.9,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,30-11-16,4,T1,At Sea,Noon at sea,LADEN,3,24,311,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,7650,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,01-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,304,35,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,7775,650304,117.72432,37.8,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,02-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,305,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,7886,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,03-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,305,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,7958,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,04-12-16,4,T1,At Sea,Noon at sea,LADEN,3,23,289,33.9,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,7891,650304,113.6756,36.5,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,05-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,274,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,8160,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,06-12-16,4,T1,At Sea,Noon at sea,LADEN,3,22,257,33.7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7846,650304,114.29848,36.7,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,07-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,261,34.8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7770,650304,117.72432,37.8,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,08-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,280,35.1,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,7774,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,09-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,308,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,7798,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,10-12-16,4,T1,At Sea,Noon at sea,LADEN,3,23,319,33.6,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,7790,650304,113.05272,36.3,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,11-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,288,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,8292,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,12-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,321,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,8019,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,13-12-16,4,T1,At Sea,Noon at sea,LADEN,3,23,298,33.6,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,8019,650304,113.05272,36.3,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,14-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,310,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,8030,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,15-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,309,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,8011,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,16-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,314,35.2,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,8110,650304,118.65864,38.1,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,17-12-16,4,T1,At Sea,Noon at sea,LADEN,3,23,312,33.6,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,8009,650304,113.05272,36.3,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,18-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,320,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,7929,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,19-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,335,35.2,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,7915,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,20-12-16,4,T1,At Sea,Noon at sea,LADEN,3,24,302,35.3,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,8250,650304,118.3472,38,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,21-12-16,4,T1,At Sea,Noon at sea,LADEN,3,23.5,301,34.9,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,8100,650304,117.41288,37.7,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,22-12-16,4,T1,In Port,Noon at sea,LADEN,3,24,206,23.7,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,7500,650304,80.9744,26,0,0,0,0,IN VAD-AE JED,0,IN VAD,AE JED,N,N,N,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,04-01-17,4,T1,At Sea,Noon at Anchor,BALLAST,4,9.7,110,8.7,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,4563,0,31.76688,10.2,0,0,0,0,AE JED-MY TPP,0,AE JED,MY TPP,N,N,N,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,05-01-17,4,T1,At Sea,Noon at sea,BALLAST,4,24,285,21,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,4496,0,83.15448,26.7,0,0,0,0,AE JED-MY TPP,0,AE JED,MY TPP,N,N,N,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,06-01-17,4,T1,At Sea,Noon at sea,BALLAST,4,25,286,22.7,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,4479,0,80.35152,25.8,0,0,0,0,AE JED-MY TPP,0,AE JED,MY TPP,N,N,N,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,07-01-17,4,T1,In Port,Noon at Anchor,BALLAST,4,18,286,15.7,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,4849,0,55.74776,17.9,0,0,0,0,AE JED-MY TPP,0,AE JED,MY TPP,N,N,N,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,13-01-17,4,T1,At Sea,Noon at Anchor,LADEN,5,6.5,75,7.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,6453,87194.2,26.78384,8.6,0,0,0,0,AE FJR-MY TPP,0,AE FJR,MY TPP,N,N,N,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,14-01-17,4,T1,In Port,Noon at Anchor,LADEN,5,18.7,229,20.6,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,5923,87194.2,71.31976,22.9,0,0,0,0,AE FJR-MY TPP,0,AE FJR,MY TPP,N,N,N,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,16-01-17,4,T1,At Sea,Noon at Anchor,LADEN,5,15,197,18.8,0,0,0,0,1.8,0,0,0.1,0,0,0,0,0,0,6896,87194.2,64.47724,20.6,0,0,0.1,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,17-01-17,4,T1,At Sea,Noon at sea,LADEN,5,24,324,32.3,0,0,0,0,3,0,0,0.1,0,0,0,0,0,0,5650,87194.2,110.25892,35.3,0,0,0.1,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,18-01-17,4,T1,At Sea,Noon at sea,LADEN,5,24,297,25.7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5632,87194.2,89.38328,28.7,0,0,0,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,19-01-17,4,T1,At Sea,Noon at sea,LADEN,5,23,287,29.5,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,6916,87194.2,100.28368,32.2,0,0,0,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,20-01-17,4,T1,At Sea,Noon at sea,LADEN,5,24,304,30.9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6788,87194.2,105.57816,33.9,0,0,0,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,21-01-17,4,T1,At Sea,Noon at sea,LADEN,5,23,297,30.9,0,0,0,0,3,0,0,0.1,0,0,0,0,0,0,6934,87194.2,105.89876,33.9,0,0,0.1,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,22-01-17,4,T1,At Sea,Noon at sea,LADEN,5,24,284,29.8,0,0,0,0,2.9,0,0,0,0,0.5,0,0,0,0,6802,87194.2,103.39808,33.2,0,0,0,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,23-01-17,4,T1,At Sea,Noon at sea,LADEN,5,24,298,28.8,0,0,0,0,2.9,0,0,0.1,0,0,0,0,0,0,6911,87194.2,99.04708,31.7,0,0,0.1,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,24-01-17,4,T1,At Sea,Noon at sea,LADEN,5,23,297,28.8,0,0,0,0,2.5,0,0,0.1,0,0,0,0,0,0,6043,87194.2,97.80132,31.3,0,0,0.1,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,25-01-17,4,T1,At Sea,Noon at sea,LADEN,5,24,290,28.3,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,4868,87194.2,96.85784,31.1,0,0,0,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,26-01-17,4,T1,At Sea,Noon at sea,LADEN,5,23,289,29.7,0,0,0,0,3,0,0,0.1,0,0,0,0,0,0,6800,87194.2,102.16148,32.7,0,0,0.1,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,27-01-17,4,T1,In Port,Noon at Anchor,LADEN,5,20.8,218,16.1,0,0,0,0,3.4,0,0,0.1,0,0.3,0,0,0,0,4694,87194.2,61.98572,19.8,0,0,0.1,0,MY TPP-NCNOU,0,MY TPP,NCNOU,N,N,N,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,13-02-17,4,T1,At Sea,Noon at Anchor,LADEN,6,15.5,232,20.1,0,0,0,0,2.2,0,0,0,0,7,0,0,0,0,8103,56396.6,91.25192,29.3,0,0,0,0,NCNOU-PG KUL,0,NCNOU,PG KUL,N,N,N,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,14-02-17,4,T1,At Sea,Noon at sea,LADEN,6,24,367,36.8,0,0,0,0,3.6,0,0,0,0,12.3,0,0,0,0,8073,56396.6,164.12888,52.7,0,0,0,0,NCNOU-PG KUL,0,NCNOU,PG KUL,N,N,N,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,15-02-17,4,T1,At Sea,Noon at sea,LADEN,6,24,379,35.8,0,0,0,0,3.4,0,0,0.1,0,11.2,0,0,0,0,8068,56396.6,157.28636,50.4,0,0,0.1,0,NCNOU-PG KUL,0,NCNOU,PG KUL,N,N,N,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,16-02-17,4,T1,At Sea,Noon at sea,LADEN,6,23,381,35.8,0,0,0,0,3.2,0,0,0.1,0,10.5,0,0,0,0,8052,56396.6,154.4834,49.5,0,0,0.1,0,NCNOU-PG KUL,0,NCNOU,PG KUL,N,N,N,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanker,17-02-17,4,T1,At Sea,Noon at sea,LADEN,6,24,375,36.7,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,8029,56396.6,123.0188,39.5,0,0,0,0,NCNOU-PG KUL,0,NCNOU,PG KUL,N,N,N,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
